Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2016-10-06,2016,10,6,,22.8,,16.7,,19.8,,0.0,,1.8,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-07,2016,10,7,,22.4,,15.5,,19.0,,0.0,,1.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-08,2016,10,8,,19.6,,9.0,,14.3,,3.7,,0.0,,,M,,M,2.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-09,2016,10,9,,13.4,,6.3,,9.9,,8.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-10,2016,10,10,,12.6,,3.9,,8.3,,9.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-11,2016,10,11,,17.5,,5.9,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-12,2016,10,12,,21.8,,12.3,,17.1,,0.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-13,2016,10,13,,19.8,,6.3,,13.1,,4.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-14,2016,10,14,,14.7,,5.8,,10.3,,7.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-15,2016,10,15,,18.8,,10.3,,14.6,,3.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-16,2016,10,16,,21.5,,17.5,,19.5,,0.0,,1.5,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-17,2016,10,17,,20.1,,15.6,,17.9,,0.1,,0.0,,,M,,M,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-18,2016,10,18,,24.9,,13.2,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-19,2016,10,19,,19.7,,11.4,,15.6,,2.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-20,2016,10,20,,16.3,,11.3,,13.8,,4.2,,0.0,,,M,,M,6.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-21,2016,10,21,,11.7,,6.0,,8.9,,9.1,,0.0,,,M,,M,5.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-22,2016,10,22,,8.8,,4.2,,6.5,,11.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-23,2016,10,23,,13.9,,4.7,,9.3,,8.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-24,2016,10,24,,10.6,,5.9,,8.3,,9.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-25,2016,10,25,,8.5,,4.0,,6.3,,11.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-26,2016,10,26,,6.2,,0.9,,3.6,,14.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-27,2016,10,27,,6.6,,1.0,,3.8,,14.2,,0.0,,,M,,M,9.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-28,2016,10,28,,10.7,,1.1,,5.9,,12.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-29,2016,10,29,,19.8,,10.7,,15.3,,2.7,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-30,2016,10,30,,12.0,,2.8,,7.4,,10.6,,0.0,,,M,,M,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-10-31,2016,10,31,,9.5,,2.0,,5.8,,12.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-01,2016,11,1,,17.9,,7.0,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-02,2016,11,2,,19.4,,12.5,,16.0,,2.0,,0.0,,,M,,M,4.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-03,2016,11,3,,14.4,,7.1,,10.8,,7.2,,0.0,,,M,,M,21.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-04,2016,11,4,,12.1,,4.3,,8.2,,9.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-05,2016,11,5,,16.1,,7.3,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-06,2016,11,6,,12.4,,6.3,,9.4,,8.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-07,2016,11,7,,15.6,,5.3,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-08,2016,11,8,,15.8,,6.5,,11.2,,6.8,,0.0,,,M,,M,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-09,2016,11,9,,,M,7.0,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-10,2016,11,10,,16.5,,1.9,,9.2,,8.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-11,2016,11,11,,13.0,,0.6,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-12,2016,11,12,,10.1,,-0.7,,4.7,,13.3,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-13,2016,11,13,,12.5,,3.1,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-14,2016,11,14,,12.8,,5.2,,9.0,,9.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-15,2016,11,15,,12.8,,5.0,,8.9,,9.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-16,2016,11,16,,13.8,,6.5,,10.2,,7.8,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-17,2016,11,17,,11.5,,4.7,,8.1,,9.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-18,2016,11,18,,17.6,,7.3,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-19,2016,11,19,,15.2,,1.2,,8.2,,9.8,,0.0,,,M,,M,3.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-20,2016,11,20,,2.7,,-2.6,,0.1,,17.9,,0.0,,,M,,M,2.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-21,2016,11,21,,1.4,,-2.5,,-0.6,,18.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-22,2016,11,22,,2.9,,-2.0,,0.5,,17.5,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-23,2016,11,23,,2.3,,-2.0,,0.2,,17.8,,0.0,,,M,,M,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-24,2016,11,24,,4.4,,2.3,,3.4,,14.6,,0.0,,,M,,M,2.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-25,2016,11,25,,7.9,,3.7,,5.8,,12.2,,0.0,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-26,2016,11,26,,7.3,,3.2,,5.3,,12.7,,0.0,,,M,,M,4.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-27,2016,11,27,,8.3,,3.5,,5.9,,12.1,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-28,2016,11,28,,8.1,,4.8,,6.5,,11.5,,0.0,,,M,,M,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-29,2016,11,29,,13.2,,6.4,,9.8,,8.2,,0.0,,,M,,M,2.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-11-30,2016,11,30,,12.5,,8.0,,10.3,,7.7,,0.0,,,M,,M,6.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-01,2016,12,1,,8.4,,4.8,,6.6,,11.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-02,2016,12,2,,6.7,,2.7,,4.7,,13.3,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-03,2016,12,3,,6.7,,1.3,,4.0,,14.0,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-04,2016,12,4,,3.9,,0.7,,2.3,,15.7,,0.0,,,M,,M,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-05,2016,12,5,,6.3,,1.5,,3.9,,14.1,,0.0,,,M,,M,4.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-06,2016,12,6,,6.0,,1.9,,4.0,,14.0,,0.0,,,M,,M,5.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-07,2016,12,7,,3.9,,0.3,,2.1,,15.9,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-08,2016,12,8,,1.0,,-2.4,,-0.7,,18.7,,0.0,,,M,,M,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-09,2016,12,9,,-0.2,,-6.5,,-3.4,,21.4,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-10,2016,12,10,,-0.7,,-6.4,,-3.6,,21.6,,0.0,,,M,,M,0.0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-11,2016,12,11,,0.6,,-4.7,,-2.1,,20.1,,0.0,,,M,,M,12.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-12,2016,12,12,,3.3,,-0.7,,1.3,,16.7,,0.0,,,M,,M,4.6,,11.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-13,2016,12,13,,-0.1,,-5.2,,-2.7,,20.7,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-14,2016,12,14,,-4.1,,-9.2,,-6.7,,24.7,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-15,2016,12,15,,-6.7,,-11.7,,-9.2,,27.2,,0.0,,,M,,M,3.6,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-16,2016,12,16,,-4.7,,-9.4,,-7.1,,25.1,,0.0,,,M,,M,3.8,,11.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-17,2016,12,17,,0.5,,-5.7,,-2.6,,20.6,,0.0,,,M,,M,8.7,,22.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-18,2016,12,18,,-0.1,,-10.4,,-5.3,,23.3,,0.0,,,M,,M,1.9,,19.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-19,2016,12,19,,-6.3,,-9.1,,-7.7,,25.7,,0.0,,,M,,M,0.0,,18.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-20,2016,12,20,,1.2,,-7.3,,-3.1,,21.1,,0.0,,,M,,M,0.0,,17.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-21,2016,12,21,,1.3,,-4.6,,-1.7,,19.7,,0.0,,,M,,M,1.4,,17.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-22,2016,12,22,,4.1,,0.8,,2.5,,15.5,,0.0,,,M,,M,0.2,,18.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-23,2016,12,23,,3.7,,-1.1,,1.3,,16.7,,0.0,,,M,,M,0.0,,16.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-24,2016,12,24,,4.7,,1.7,,3.2,,14.8,,0.0,,,M,,M,3.9,,15.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-25,2016,12,25,,3.8,,-2.2,,0.8,,17.2,,0.0,,,M,,M,0.0,,11.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-26,2016,12,26,,10.1,,-2.0,,4.1,,13.9,,0.0,,,M,,M,13.9,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-27,2016,12,27,,8.5,,-2.0,,3.3,,14.7,,0.0,,,M,,M,0.5,,3.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-28,2016,12,28,,1.5,,-2.4,,-0.5,,18.5,,0.0,,,M,,M,0.0,,3.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-29,2016,12,29,,2.8,,-0.1,,1.4,,16.6,,0.0,,,M,,M,9.0,,4.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-30,2016,12,30,,0.9,,-2.3,,-0.7,,18.7,,0.0,,,M,,M,0.7,,5.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2016-12-31,2016,12,31,,,M,-2.3,E,,M,,M,,M,,M,,M,,M,4.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-01,2014,1,1,,-8.4,,-14.5,,-11.5,,29.5,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-02,2014,1,2,,-14.3,,-19.2,,-16.8,,34.8,,0.0,,,M,,M,2.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-03,2014,1,3,,-7.1,,-22.3,,-14.7,,32.7,,0.0,,,M,,M,0.2,,9.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-04,2014,1,4,,0.3,,-7.2,,-3.5,,21.5,,0.0,,,M,,M,0.0,,9.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-05,2014,1,5,,1.4,,-1.7,,-0.2,,18.2,,0.0,,,M,,M,11.8,,11.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-06,2014,1,6,,2.4,,-15.8,,-6.7,,24.7,,0.0,,,M,,M,6.4,,12.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-07,2014,1,7,,-15.8,,-22.2,,-19.0,,37.0,,0.0,,,M,,M,0.4,,12.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-08,2014,1,8,,-7.7,,-16.2,,-12.0,,30.0,,0.0,,,M,,M,0.0,,13.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-09,2014,1,9,,-2.9,,-11.8,,-7.4,,25.4,,0.0,,,M,,M,0.0,,13.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-10,2014,1,10,,4.1,,-4.0,,0.1,,17.9,,0.0,,,M,,M,2.0,,13.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-11,2014,1,11,,7.3,,2.9,,5.1,,12.9,,0.0,,,M,,M,9.6,,11.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-12,2014,1,12,,3.4,,1.3,,2.4,,15.6,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-13,2014,1,13,,7.4,,1.9,,4.7,,13.3,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-14,2014,1,14,,5.3,,1.3,,3.3,,14.7,,0.0,,,M,,M,0.0,,5.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-15,2014,1,15,,2.4,,-3.5,,-0.6,,18.6,,0.0,,,M,,M,0.0,,5.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-16,2014,1,16,,-0.4,,-3.6,,-2.0,,20.0,,0.0,,,M,,M,0.0,,5.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-17,2014,1,17,,2.3,,-1.2,,0.6,,17.4,,0.0,,,M,,M,1.3,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-18,2014,1,18,,-0.8,,-6.9,,-3.9,,21.9,,0.0,,,M,,M,0.5,,6.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-19,2014,1,19,,-1.9,,-7.2,,-4.6,,22.6,,0.0,,,M,,M,1.1,,6.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-20,2014,1,20,,-1.8,,-16.5,,-9.2,,27.2,,0.0,,,M,,M,1.0,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-21,2014,1,21,,-14.2,,-19.8,,-17.0,,35.0,,0.0,,,M,,M,0.5,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-22,2014,1,22,,-12.1,,-20.5,,-16.3,,34.3,,0.0,,,M,,M,0.0,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-23,2014,1,23,,-12.2,,-17.4,,-14.8,,32.8,,0.0,,,M,,M,0.0,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-24,2014,1,24,,-6.8,,-17.7,,-12.3,,30.3,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-25,2014,1,25,,-2.8,,-13.8,,-8.3,,26.3,,0.0,,,M,,M,1.6,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-26,2014,1,26,,-3.8,,-14.6,,-9.2,,27.2,,0.0,,,M,,M,1.1,,7.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-27,2014,1,27,,-3.7,,-16.0,,-9.9,,27.9,,0.0,,,M,,M,2.8,,13.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-28,2014,1,28,,-11.6,,-18.6,,-15.1,,33.1,,0.0,,,M,,M,0.2,,12.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-29,2014,1,29,,-9.2,,-16.5,,-12.9,,30.9,,0.0,,,M,,M,0.0,,10.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-30,2014,1,30,,-0.4,,-10.6,,-5.5,,23.5,,0.0,,,M,,M,0.0,,9.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-01-31,2014,1,31,,1.5,,-2.5,,-0.5,,18.5,,0.0,,,M,,M,0.0,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-01,2014,2,1,,1.4,,-1.1,,0.2,,17.8,,0.0,,,M,,M,14.1,,8.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-02,2014,2,2,,0.9,,-6.1,,-2.6,,20.6,,0.0,,,M,,M,0.3,,15.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-03,2014,2,3,,-2.4,,-9.7,,-6.1,,24.1,,0.0,,,M,,M,0.2,,14.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-04,2014,2,4,,-3.9,,-10.5,,-7.2,,25.2,,0.0,,,M,,M,0.9,,14.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-05,2014,2,5,,-5.2,,-11.7,,-8.5,,26.5,,0.0,,,M,,M,10.9,,17.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-06,2014,2,6,,-6.5,,-13.2,,-9.9,,27.9,,0.0,,,M,,M,0.5,,30.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-07,2014,2,7,,-8.5,,-13.9,,-11.2,,29.2,,0.0,,,M,,M,0.0,,26.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-08,2014,2,8,,-8.6,,-14.2,,-11.4,,29.4,,0.0,,,M,,M,0.0,,24.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-09,2014,2,9,,-7.2,,-12.1,,-9.7,,27.7,,0.0,,,M,,M,1.8,,23.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-10,2014,2,10,,-5.7,,-12.0,,-8.9,,26.9,,0.0,,,M,,M,0.3,,25.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-11,2014,2,11,,-8.8,,-13.6,,-11.2,,29.2,,0.0,,,M,,M,0.0,,24.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-12,2014,2,12,,-5.2,,-14.1,,-9.7,,27.7,,0.0,,,M,,M,0.0,,23.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-13,2014,2,13,,-1.6,,-9.0,,-5.3,,23.3,,0.0,,,M,,M,0.0,,23.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-14,2014,2,14,,0.7,,-4.4,,-1.9,,19.9,,0.0,,,M,,M,0.0,,23.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-15,2014,2,15,,-2.4,,-11.9,,-7.2,,25.2,,0.0,,,M,,M,0.0,,23.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-16,2014,2,16,,-6.9,,-12.8,,-9.9,,27.9,,0.0,,,M,,M,0.0,,23.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-17,2014,2,17,,-2.2,,-14.0,,-8.1,,26.1,,0.0,,,M,,M,0.4,,23.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-18,2014,2,18,,0.7,,-4.2,,-1.8,,19.8,,0.0,,,M,,M,5.7,,28.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-19,2014,2,19,,7.8,,-1.4,,3.2,,14.8,,0.0,,,M,,M,0.2,,28.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-20,2014,2,20,,2.6,,-1.0,,0.8,,17.2,,0.0,,,M,,M,13.4,,24.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-21,2014,2,21,,5.1,,0.7,,2.9,,15.1,,0.0,,,M,,M,8.7,,21.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-22,2014,2,22,,4.3,,-0.6,,1.9,,16.1,,0.0,,,M,,M,0.0,,17.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-23,2014,2,23,,1.4,,-4.7,,-1.7,,19.7,,0.0,,,M,,M,0.0,,17.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-24,2014,2,24,,-4.3,,-8.8,,-6.6,,24.6,,0.0,,,M,,M,0.0,,16.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-25,2014,2,25,,-5.2,,-10.4,,-7.8,,25.8,,0.0,,,M,,M,0.0,,16.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-26,2014,2,26,,-8.2,,-14.2,,-11.2,,29.2,,0.0,,,M,,M,0.0,,15.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-27,2014,2,27,,-8.3,,-16.0,,-12.2,,30.2,,0.0,,,M,,M,0.3,,15.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-02-28,2014,2,28,,-6.9,,-17.7,,-12.3,,30.3,,0.0,,,M,,M,0.0,,15.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-01,2014,3,1,,-0.7,,-10.2,,-5.5,,23.5,,0.0,,,M,,M,3.2,,15.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-02,2014,3,2,,-8.5,,-15.5,,-12.0,,30.0,,0.0,,,M,,M,1.5,,21.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-03,2014,3,3,,-10.9,,-18.4,,-14.7,,32.7,,0.0,,,M,,M,0.2,,20.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-04,2014,3,4,,-8.1,,-15.6,,-11.9,,29.9,,0.0,,,M,,M,0.6,,20.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-05,2014,3,5,,-4.7,,-10.5,,-7.6,,25.6,,0.0,,,M,,M,0.2,,20.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-06,2014,3,6,,-2.9,,-8.6,,-5.8,,23.8,,0.0,,,M,,M,0.0,,20.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-07,2014,3,7,,2.9,,-4.9,,-1.0,,19.0,,0.0,,,M,,M,0.3,,19.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-08,2014,3,8,,2.8,,-6.2,,-1.7,,19.7,,0.0,,,M,,M,0.0,,16.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-09,2014,3,9,,1.4,,-9.2,,-3.9,,21.9,,0.0,,,M,,M,0.0,,16.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-10,2014,3,10,,6.9,,1.2,,4.1,,13.9,,0.0,,,M,,M,0.0,,16.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-11,2014,3,11,,10.6,,3.9,,7.3,,10.7,,0.0,,,M,,M,0.0,,13.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-12,2014,3,12,,4.9,,-14.0,,-4.6,,22.6,,0.0,,,M,,M,11.8,,9.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-13,2014,3,13,,-6.1,,-16.5,,-11.3,,29.3,,0.0,,,M,,M,0.0,,22.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-14,2014,3,14,,10.5,,-6.1,,2.2,,15.8,,0.0,,,M,,M,0.0,,18.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-15,2014,3,15,,6.1,,-7.3,,-0.6,,18.6,,0.0,,,M,,M,0.0,,10.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-16,2014,3,16,,-7.1,,-12.6,,-9.9,,27.9,,0.0,,,M,,M,0.0,,9.0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2014-03-17,2014,3,17,,-3.5,,-13.8,,-8.7,,26.7,,0.0,,,M,,M,0.0,,9.0,,,M,,M
